,obj_ID,alpha,delta,u,g,r,i,z,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
5558,1.2376786179364628e+18,318.35273299312,1.03683359455902,21.29243,19.49855,18.32666,17.75246,17.33746,7717,301,2,51,1.155283573377362e+18,GALAXY,0.1381389,1026,52558,401
78418,1.237664669512761e+18,165.524657598434,39.1364601352958,23.41358,21.1739,19.86442,19.13958,18.98381,4469,301,5,348,5.207363304817973e+18,GALAXY,0.2190619,4625,55632,277
25155,1.2376593260157343e+18,207.886043997503,58.2270022397166,22.38596,22.02844,21.89143,22.02288,21.7125,3225,301,4,30,9.231325753714694e+18,QSO,1.545772,8199,57428,263
23089,1.2376646732518523e+18,192.793670701418,37.3841574277242,21.98107,21.40506,20.9936,20.90475,21.76104,4470,301,4,58,9.985768577264015e+18,QSO,1.189933,8869,57481,590
14478,1.237657587097404e+18,39.518425250342,0.642136829532354,23.05259,23.17374,23.47547,22.77323,22.10289,2820,301,5,130,8.259800015238878e+18,GALAXY,0.0,7336,56656,721
17356,1.2376802994241539e+18,348.944431171694,22.5953715446398,20.40832,19.28325,18.80394,18.61403,18.50779,8108,301,6,173,7.419746736913274e+18,STAR,-0.0003801694,6590,56273,241
43173,1.2376551250151347e+18,198.008900378543,4.54051271933025,25.59969,22.59324,20.98895,19.82879,19.13809,2247,301,3,248,5.359496132086225e+18,GALAXY,0.6172944,4760,55656,773
2058,1.2376785959462505e+18,7.38793098478374,1.47295776631036,22.23513,22.10592,21.8944,21.65111,21.69121,7712,301,1,379,8.856566828966893e+18,QSO,1.249515,7866,57002,866
91451,1.2376613623793585e+18,225.042430413937,40.5018077476987,20.24997,18.44661,17.68326,17.40911,17.30328,3699,301,5,217,3.834825061693497e+18,STAR,-0.0001548892,3406,54970,36
91431,1.2376651296141478e+18,174.944116220855,35.6063874745722,22.19226,21.4938,20.19929,19.33097,19.00065,4576,301,6,394,5.231083618752027e+18,GALAXY,0.5630556,4646,55622,555
25836,1.237654383590507e+18,142.740299927079,56.0396515966649,23.39297,21.75105,19.90714,18.92811,18.59915,2074,301,6,158,6.42904058725796e+18,GALAXY,0.5334774,5710,56658,553
36895,1.2376609623991255e+18,129.947317327654,30.0850537299692,19.35352,17.69352,16.83286,16.44143,16.10356,3606,301,4,43,1.4288316273661317e+18,GALAXY,0.05146108,1269,52937,235
91773,1.2376626970303532e+18,222.297046762843,31.1587591511588,20.06973,18.33175,17.5061,17.14909,16.8427,4010,301,3,63,2.0751276005770135e+18,GALAXY,0.1110196,1843,53816,342
68362,1.2376593249501844e+18,234.306328568583,47.842338562652,24.50082,21.0687,19.45636,18.50403,18.07616,3225,301,2,155,1.3139942315760292e+18,GALAXY,0.4873289,1167,52738,251
90251,1.2376555040343995e+18,256.344517948647,36.0497165366299,25.9933,24.14917,21.41085,20.04683,19.35852,2335,301,5,71,1.2071916807164e+19,GALAXY,0.7392801,10722,58281,65
42119,1.23767096646756e+18,159.293751571743,19.0676258513318,24.83636,21.8732,20.29957,19.4643,18.97421,5935,301,6,285,6.625964758624655e+18,GALAXY,0.3346956,5885,56036,159
7970,1.237651737376326e+18,200.007253928959,3.08429816807976,20.05968,17.97195,16.86244,16.39441,16.0225,1458,301,5,502,5.923382887532728e+17,GALAXY,0.146997,526,52312,418
73119,1.2376543986165356e+18,170.885852597939,63.4974221611878,23.60291,21.90849,20.42758,19.65642,19.02312,2078,301,2,61,8.004270764198221e+18,GALAXY,0.5760921,7109,56658,903
62083,1.2376517357717427e+18,213.759727680496,1.66732662518678,23.00917,21.82162,21.81325,21.68778,22.03636,1458,301,2,594,4.5374506612569114e+18,STAR,0.0003320151,4030,55634,269
25643,1.2376663016297603e+18,51.3068467588694,0.731444786967796,24.42544,23.28959,21.68186,20.61374,19.97818,4849,301,5,797,1.7632722793173094e+18,GALAXY,0.5798572,1566,53003,411
70560,1.2376602403137784e+18,50.227926286491,-0.26827768592078,21.1265,19.71347,19.15392,18.94509,18.84182,3438,301,3,135,1.199114780254693e+18,STAR,-0.0003045879,1065,52586,114
1970,1.2376619717267302e+18,194.924229881146,7.46074762020623,25.91019,23.24027,21.51904,20.18422,19.76379,3841,301,4,200,6.09909197976085e+18,GALAXY,0.657971,5417,55978,335
83259,1.2376582045135667e+18,192.349392761744,49.6631780125591,20.68168,20.69481,20.50729,20.6034,20.36707,2964,301,3,353,8.348804114516565e+18,QSO,1.354614,7415,57097,932
98985,1.2376786002404972e+18,21.3754521117514,15.9470840339484,21.66446,20.39456,18.80465,18.15175,17.81412,7713,301,1,368,5.787335625805158e+18,GALAXY,0.321367,5140,55836,764
70388,1.2376805077208271e+18,344.658187963984,32.519573760557,22.71216,21.13649,19.05349,18.2379,17.87947,8157,301,2,32,7.324054320617643e+18,GALAXY,0.4090331,6505,56560,274
5555,1.237679324458386e+18,3.92459318336728,-4.12723294738061,26.44434,23.12325,22.31237,21.52789,20.98966,7881,301,6,48,1.0519430843382127e+19,GALAXY,0.8641027,9343,57715,538
95752,1.2376611368898396e+18,164.15701181969,39.5313550255765,20.66663,18.64894,17.53959,17.02588,16.64232,3647,301,1,160,1.6156952787639603e+18,GALAXY,0.1416998,1435,52996,105
91147,1.23766833309968e+18,215.677193308791,15.82697533784,24.33629,21.49833,20.17249,19.01137,18.32135,5322,301,5,40,6.148731082135329e+18,STAR,9.911777e-05,5461,56018,697
41025,1.2376634792632655e+18,343.621668730386,0.121074088519946,24.07847,23.64118,22.43271,20.67517,19.9546,4192,301,4,246,1.0303369942482e+19,GALAXY,0.8146964,9151,58067,945
65106,1.237659324961e+18,255.356523394037,29.2252207211919,23.86599,20.48243,18.7199,18.04793,17.63891,3225,301,2,320,5.644354032321713e+18,GALAXY,0.3943297,5013,55723,792
58966,1.2376621955973128e+18,175.886153455275,42.8425214557987,22.34154,21.88077,21.7373,21.46166,21.76443,3893,301,5,130,9.423866184200378e+18,QSO,2.701714,8370,57520,305
41590,1.2376637836558344e+18,349.24042781216,-0.283858053815875,25.04668,23.48463,22.76157,21.80684,21.66129,4263,301,3,44,1.0373179029285263e+19,GALAXY,0.9479801,9213,57712,957
48538,1.237662195592921e+18,162.49637121466,40.9137080534599,20.18843,19.91855,19.86069,19.8664,19.69262,3893,301,5,63,5.210724237221059e+18,QSO,0.8560019,4628,55646,216
63500,1.237680327341967e+18,348.223600871975,30.5589350320658,23.72951,23.56975,22.35725,21.22124,19.97224,8115,301,2,181,8.74841750835117e+18,GALAXY,0.8296372,7770,58044,637
71120,1.2376682966024847e+18,206.618689553777,17.620590718545,19.8842,18.24551,17.4236,17.02122,16.75511,5314,301,1,193,3.101923313321011e+18,GALAXY,0.06672073,2755,54507,251
52720,1.2376593249452035e+18,219.341071707162,54.3724858704161,24.81298,22.52942,20.70377,19.44038,18.96457,3225,301,2,79,7.554805799866095e+18,GALAXY,0.5814635,6710,56416,63
96443,1.2376622675340168e+18,220.595154387554,6.09615827340599,22.4322,19.81767,18.61153,18.38792,17.73999,3910,301,3,69,2.0593454801475604e+18,STAR,-1.28454e-05,1829,53494,271
12720,1.2376554992114734e+18,226.819787273566,-1.52887683905888,24.19311,22.92439,21.45407,18.85418,17.38043,2334,301,4,207,1.0382295632697364e+18,STAR,0.0001462495,922,52426,545
397,1.2376788584763233e+18,11.0357627069722,11.91987359064,25.25697,24.19629,21.41078,20.15512,19.47859,7773,301,2,382,1.2432276798402e+19,GALAXY,0.7813894,11042,58462,327
52237,1.2376646737891172e+18,194.056971185112,37.587572308624,23.18753,22.80219,21.94806,20.69326,19.73393,4470,301,5,64,9.98582107894424e+18,GALAXY,0.9101382,8869,57481,781
41631,1.2376697611843676e+18,331.033156293758,5.09223203117161,23.20028,22.21225,20.60654,19.58964,19.22406,5655,301,1,163,4.860718622111455e+18,GALAXY,0.489531,4317,55480,759
98536,1.2376591332792077e+18,206.106990523688,53.8472857940938,20.1924,18.55874,17.58645,17.11165,16.81443,3180,301,5,32,1.1744021548787569e+18,GALAXY,0.1311538,1043,52465,322
78868,1.237648703506088e+18,189.746114889301,-0.639341909587234,18.00436,17.09915,16.82097,16.71767,16.67933,752,301,2,308,3.2594965247274783e+18,STAR,-1.697324e-05,2895,54567,59
18513,1.237650372095574e+18,186.890339444563,-1.27892539324996,19.28365,18.17075,17.73487,17.54289,17.4226,1140,301,6,227,3.7616302738639456e+17,STAR,0.0003777018,334,51993,409
65255,1.2376551260839608e+18,186.761505633519,5.60008006501039,19.87792,18.04736,17.10608,16.73969,16.41187,2247,301,5,173,3.2427506867854643e+18,GALAXY,0.08453273,2880,54509,578
17026,1.2376719392623823e+18,234.185696746932,59.3096210787434,23.56041,22.04006,20.61942,19.83357,19.25919,6162,301,2,52,7.655042228696669e+18,GALAXY,0.5183166,6799,56478,177
76622,1.2376623362601126e+18,249.639019669254,24.56716219509,20.99042,18.9288,17.71415,17.22796,16.89297,3926,301,3,170,1.6022375341867927e+18,GALAXY,0.1927693,1423,53167,298
83291,1.237663783140655e+18,38.7916980515321,-0.697301581373066,24.12827,23.09169,22.79496,23.12061,22.22036,4263,301,2,375,8.259727997227261e+18,QSO,5.573011,7336,56656,459
8806,1.2376650243671327e+18,182.020509239798,34.3499468667989,23.02459,21.56615,21.95529,21.42722,20.07658,4552,301,2,84,1.1534914776389147e+19,GALAXY,0.3638683,10245,58161,255
39518,1.237680285994124e+18,15.8330589611253,30.3224658059049,23.51236,23.47375,23.24541,21.54165,19.52259,8105,301,5,47,8.693347907242581e+18,GALAXY,-0.005675106,7721,57360,999
54980,1.237665026515796e+18,185.202736914667,36.2356110866884,19.08217,17.71943,16.97442,16.57177,16.25946,4552,301,6,102,2.255231722100648e+18,GALAXY,0.1002947,2003,53442,197
95819,1.2376540292513144e+18,163.526552516394,1.90562488411691,24.69129,23.02939,21.2894,20.17084,19.76819,1992,301,2,91,5.32788132436275e+18,GALAXY,0.5749878,4732,55648,447
60387,1.2376788589907804e+18,318.939836632361,8.7434900358271,24.54833,21.59207,19.77853,19.37823,19.29589,7773,301,3,40,4.5960848631076183e+18,STAR,-0.0003721055,4082,55367,587
92840,1.2376611508409467e+18,193.305743440456,49.337198838701,22.295,21.74782,21.02932,20.5922,20.86907,3650,301,3,45,8.348551776597988e+18,QSO,0.5919726,7415,57097,14
33996,1.2376576295096817e+18,126.545062283724,34.4014013039949,23.24822,21.75941,20.51707,19.75369,19.36583,2830,301,4,122,5.001433021595015e+18,GALAXY,0.6001648,4442,55532,675
99140,1.2376711275182822e+18,180.501264096666,6.01034818791894,23.52255,21.50945,19.99593,19.31657,19.04418,5973,301,2,124,5.457241895775525e+18,GALAXY,0.5267517,4847,55931,18
8654,1.2376788584835323e+18,27.8285448575569,11.0824478134328,22.38958,20.44864,18.65719,17.93587,17.42053,7773,301,2,492,5.245624384564255e+18,GALAXY,0.355523,4659,55587,206
34247,1.2376677812153876e+18,163.64757975989,19.8361881610704,20.69074,18.846,17.80126,17.29423,16.94818,5194,301,1,330,2.796770072738162e+18,GALAXY,0.1031045,2484,54144,126
55222,1.2376593254877768e+18,236.528297699546,46.9373809871852,24.84383,21.37455,19.9984,19.69352,19.6847,3225,301,3,166,6.79165593877036e+18,QSO,4.171813,6032,56067,828
86465,1.23766378313941e+18,36.0187232053406,-0.690554268362626,22.25049,21.88059,21.61477,21.46816,21.03404,4263,301,2,356,2.9656426886883185e+18,STAR,0.0008312422,2634,54110,81
88779,1.2376619701078597e+18,175.932521198285,6.18682533320271,26.08258,22.31478,20.53133,19.25826,18.69431,3841,301,1,74,5.458543717945465e+18,GALAXY,0.6490724,4848,55955,658
21176,1.2376637890301788e+18,119.879673551545,54.8287328040482,18.81978,17.08901,16.40709,16.17822,16.0547,4264,301,5,130,2.1066448192615483e+18,STAR,-0.0002482824,1871,53384,313
88241,1.2376637847514652e+18,39.3240185456294,0.436945764251957,21.5203,19.81151,18.13248,17.44071,16.98522,4263,301,5,378,4.109691153485682e+18,GALAXY,0.3896536,3650,55244,569
3842,1.2376672105079772e+18,132.395352801983,18.419992649323,21.00187,20.67249,20.39478,20.43616,20.82491,5061,301,2,122,1.2486271340960307e+19,QSO,1.090159,11090,58487,150
71960,1.2376639168124027e+18,150.699228551064,68.6986620217215,18.87317,16.89988,16.20812,16.02462,15.91265,4294,301,3,236,2.115595412021733e+18,STAR,9.972158e-05,1879,54478,107
51944,1.2376677361089907e+18,159.155201923487,21.0907020140122,23.15399,20.83042,19.1377,18.48723,18.15324,5183,301,5,189,6.613704929147378e+18,GALAXY,0.347407,5874,56039,614
20068,1.2376543916433088e+18,125.81221016894,45.8272907170431,24.6391,22.27499,20.51264,19.80466,19.28995,2076,301,5,154,7.197954901766593e+18,GALAXY,0.420629,6393,56341,279
21746,1.237651191359865e+18,136.178630764866,54.8808239730256,20.78704,20.48775,20.25123,20.2249,20.22652,1331,301,4,216,8.191081370468243e+18,QSO,0.9938287,7275,57093,580
51594,1.237659161206981e+18,251.677603501155,30.1481583605949,19.5588,18.34954,17.62518,17.2638,17.01828,3187,301,1,192,1.5121616870236751e+18,GALAXY,0.1569954,1343,52790,284
43742,1.237661360757539e+18,190.311474411904,46.654934029497,23.60312,22.86227,21.19942,20.21024,19.68394,3699,301,2,46,7.470510090883456e+18,GALAXY,0.5629762,6635,56370,597
10419,1.2376637852787018e+18,17.2244231400696,1.02085621881317,20.33236,20.10364,19.81559,19.8456,19.63505,4263,301,6,231,1.217186077568166e+18,QSO,1.075131,1081,52531,321
87028,1.237680296733967e+18,335.179474109235,18.5949172791335,22.88347,21.52263,19.99084,19.21931,18.73643,8108,301,1,84,5.655408799370205e+18,GALAXY,0.2986682,5023,55858,49
78174,1.237662663217644e+18,241.349308372413,25.2214240641749,22.37292,20.85313,20.59281,20.4607,20.45408,4002,301,4,218,4.436320050484632e+18,STAR,-0.000137355,3940,55327,998
14355,1.2376593249539855e+18,242.912476866198,41.7148792869793,21.62134,21.00946,20.74744,20.70454,20.57724,3225,301,2,213,9.599569248172399e+18,QSO,2.64359,8526,57898,533
13633,1.2376651280060913e+18,182.25002861778,34.7136631268431,24.44608,22.17413,20.77116,19.84169,19.30877,4576,301,3,433,5.19044017141451e+18,GALAXY,0.5285406,4610,55621,151
99943,1.2376613612971628e+18,199.513278619733,46.1730573812999,22.21175,20.66352,19.67469,18.98737,18.75476,3699,301,3,88,7.457963838828467e+18,GALAXY,0.2291799,6624,56385,10
10516,1.237651538714886e+18,200.285145408123,66.7125054185396,19.2836,19.04084,18.70977,18.87114,18.94315,1412,301,3,209,5.585797029319414e+17,QSO,1.010932,496,51988,485
59057,1.237678879963481e+18,37.9426029445591,-2.57768421956284,24.1272,25.89049,22.72138,21.37322,19.64187,7778,301,2,570,8.873443512517155e+18,GALAXY,0.8437788,7881,57282,823
55379,1.237654381443023e+18,144.462140898991,54.5825502172419,22.6579,21.83103,20.12193,19.45654,19.02822,2074,301,2,158,6.248805336288072e+17,GALAXY,0.4204653,555,52266,22
21515,1.2376593271048768e+18,251.292205854231,36.827891890451,18.63321,16.63111,15.67055,15.22716,14.90783,3225,301,6,265,9.210139266473267e+17,GALAXY,0.07795937,818,52395,101
11257,1.2376575870993695e+18,44.0585804770644,0.661413949873174,19.54795,19.11612,18.89162,18.99609,18.93547,2820,301,5,160,1.0549765825157683e+19,QSO,0.9137511,9370,58056,304
28071,1.23765820451029e+18,180.631602180216,49.8147347328146,18.74764,17.00034,16.27256,15.99832,15.86839,2964,301,3,303,3.2865678748895416e+18,STAR,2.845737e-05,2919,54537,240
33904,1.2376591611951196e+18,225.49407859831,48.6530845438103,24.20169,22.72929,20.64877,19.5742,19.16925,3187,301,1,11,7.580892262202366e+18,GALAXY,0.5958464,6733,56369,757
54188,1.2376623378734126e+18,255.599478222977,21.3175806578812,19.40122,17.74922,17.16027,16.93737,16.84746,3926,301,6,211,3.7042267193271665e+18,STAR,-5.550768e-05,3290,54941,58
87579,1.2376671433968847e+18,124.220871083383,18.0064580872929,22.67789,23.27056,17.58843,22.04938,22.97666,5045,301,5,88,2.5570160577305907e+18,STAR,-0.001038165,2271,53726,354
83800,1.2376672056802675e+18,124.266060031564,64.883845174541,18.08331,16.92791,16.42626,16.23208,16.1474,5060,301,1,185,3.6997324650285373e+18,STAR,0.0004008649,3286,54910,92
10855,1.2376677280494395e+18,85.0353801682604,-2.18002792955545,16.43165,17.27913,16.09602,17.02023,16.59029,5181,301,6,90,8.172971306226309e+18,GALAXY,0.0,7259,56603,232
24253,1.237678617431442e+18,31.1287240891917,1.12383320198583,21.92941,20.90856,19.98792,19.56946,19.21954,7717,301,1,537,1.2093168796597228e+18,GALAXY,0.2712608,1074,52937,365
47717,1.2376576091079311e+18,122.178767974866,37.0056139290082,21.83101,21.26967,20.81918,20.36643,20.15665,2825,301,6,112,1.053742078347892e+19,QSO,1.573245,9359,58056,449
44766,1.2376503720896105e+18,173.328190388187,-1.38547191541945,21.45553,20.9246,20.76939,20.54754,20.47632,1140,301,6,136,4.3235239055141335e+18,QSO,1.05396,3840,55574,248
44964,1.2376677350400333e+18,170.967580047416,21.8251410380294,23.62477,22.1615,20.89961,19.93987,19.47718,5183,301,3,262,7.239734143894182e+18,GALAXY,0.5539317,6430,56299,719
97375,1.2376591633544655e+18,253.203215010514,31.2396076781157,24.325,22.87238,21.46514,20.43875,19.85335,3187,301,5,192,1.2282632163296563e+19,STAR,-4.149197e-06,10909,58280,691
62295,1.2376640939671555e+18,117.828243169781,18.6709901710759,17.05851,16.05679,15.68268,15.53729,15.4933,4335,301,5,43,3.0558029186880246e+18,STAR,-0.0005153611,2714,54208,402
46646,1.2376654415181253e+18,201.009123087713,28.7404644625114,23.07644,20.08853,18.54744,17.96181,17.56,4649,301,3,119,7.306036069941926e+18,GALAXY,0.2735212,6489,56329,260
83569,1.2376619588375675e+18,221.28046858624,46.594911656129,20.26701,18.56688,17.56627,17.10265,16.76439,3838,301,4,135,1.8847661228975985e+18,GALAXY,0.1730007,1674,53464,35
98546,1.237659133285696e+18,227.189331706395,47.4269399014225,23.10883,21.55668,19.77579,18.9093,18.40563,3180,301,5,131,7.58195631486536e+18,GALAXY,0.4512993,6734,56386,532
57377,1.2376543814420408e+18,141.329266826485,53.4586822985592,25.28239,23.95124,21.6852,20.72129,19.72926,2074,301,2,143,8.203438506825242e+18,GALAXY,0.7993006,7286,57096,479
75283,1.2376576279051643e+18,141.670763097123,42.0567914667094,23.227,22.28207,20.71135,19.7483,19.22686,2830,301,1,215,5.22307478145757e+18,GALAXY,0.561109,4639,55944,91
40094,1.2376793217828127e+18,24.1091288286767,-5.88491655566397,22.33198,20.22479,18.64683,18.0297,17.6654,7881,301,1,182,7.936569708631054e+18,GALAXY,0.3058424,7049,56570,368
27938,1.237659931069318e+18,5.60176823951116,35.6881802976837,25.52767,20.97315,20.44037,20.22714,20.21128,3366,301,3,31,8.029054029689805e+18,QSO,3.112756,7131,56570,952
10995,1.2376637852782428e+18,16.2887463649413,0.882996614631691,18.35976,18.0011,18.0146,17.96661,18.04696,4263,301,6,224,1.0575587581596291e+19,QSO,0.6509618,9393,58100,35
8388,1.2376711232190543e+18,124.644904002921,8.01165555848099,21.4862,20.6737,20.68269,20.6083,20.23633,5972,301,2,59,5.450636304189774e+18,QSO,2.451122,4841,55895,563
20684,1.2376677350558925e+18,209.874559588998,20.3919322188364,20.59699,18.64342,17.50136,17.04617,16.66426,5183,301,3,504,3.1187617841949184e+18,GALAXY,0.1657398,2770,54510,69
27636,1.237678858480976e+18,21.8371533381982,11.5332136208508,20.54077,20.54807,20.32315,20.22114,20.12551,7773,301,2,453,1.2462702209187207e+19,QSO,1.194811,11069,58456,422
23241,1.2376556930180063e+18,231.280596315688,-1.22850928411853,25.6586,22.49845,21.04572,20.14722,19.82765,2379,301,5,148,4.5171698892540703e+18,GALAXY,0.4888436,4012,55327,216
14894,1.2376648531039355e+18,206.335081440694,35.3727799821134,22.0944,21.75015,21.71074,21.46516,21.65408,4512,301,3,63,1.1547272737866404e+19,QSO,2.014006,10256,58193,157
16334,1.237659327094457e+18,226.969515856672,53.7078338995996,25.28158,21.68938,20.21026,19.2998,18.87418,3225,301,6,106,7.558301147095913e+18,GALAXY,0.5595821,6713,56402,491
71107,1.2376805045055665e+18,339.949023951451,32.6932983798457,26.28042,21.81496,21.48919,21.44614,21.3739,8156,301,4,123,8.041242940667091e+18,STAR,-0.0005840196,7142,56567,239
2236,1.2376802720347592e+18,329.40696123758,18.6035755753726,21.81556,21.87386,21.52416,21.29641,21.09812,8102,301,3,36,8.525470341765814e+18,QSO,0.7412196,7572,56944,568
53141,1.2376591612072435e+18,251.942316794823,29.7113578618696,22.94631,22.00097,20.37872,19.56494,18.96827,3187,301,1,196,4.716613607856822e+18,GALAXY,0.491688,4189,55679,796
28619,1.237673807048016e+18,129.917866100849,20.9527985569674,23.62319,20.51047,18.88638,18.24444,17.92584,6597,301,1,231,2.346399926365219e+18,GALAXY,0.3497783,2084,53360,89
